name,run_time,spearman_avg,spearman_var,spearman_med,mae_avg,mae_var,mae_med
m1_val_mlp_1000_alpha_identity_activation_hidden_layers_20,715.9614009857178,0.79462806107578565,0.049613196265520472,0.86506730351715155,14.689911001441132,41.570122813971125,13.731377019254145
m1_val_mlp_10000_alpha_identity_activation_hidden_layers_20,817.1223349571228,0.80906456141185745,0.048157712854232759,0.87489144594007817,14.82733044133823,46.562559355329576,13.835021117614586
m1_val_mlp_100000_alpha_identity_activation_hidden_layers_20,1434.5166220664978,0.8189055074084427,0.050441558300648379,0.89122883195831526,15.072984332171814,41.780675560000688,14.211826778562569
m1_val_mlp_1000000_alpha_identity_activation_hidden_layers_20,1201.835650920868,0.80736754917647602,0.054877602886354057,0.88390143291359102,15.599926982374663,52.170902821341947,14.701117433842938
m1_val_mlp_10000000_alpha_identity_activation_hidden_layers_20,1362.9526858329773,0.7920911675658312,0.05745815549596834,0.86718410768562748,15.832771153251349,37.457331210260286,15.326605303365625
m1_val_mlp_1e-08_alpha_logistic_activation_hidden_layers_20,2262.568086862564,-0.2106513838412078,0.44236517597883562,-0.63183890577507595,18.545583251991207,54.538988626881384,18.235043980963425
m1_val_mlp_1e-07_alpha_logistic_activation_hidden_layers_20,1504.0384650230408,-0.21332568002426822,0.43011233456531528,-0.61246200607902734,18.245002921977761,47.961547497897257,18.71809073822671
m1_val_mlp_1e-06_alpha_logistic_activation_hidden_layers_20,1211.6695420742035,-0.3060729304837646,0.45785789476889927,-0.62304602692140687,18.857958082568985,49.170703642073242,18.798449262967889
m1_val_mlp_1e-05_alpha_logistic_activation_hidden_layers_20,956.5643298625946,-0.29997739696286535,0.34653260941306829,-0.6476335214937039,22.222208804154956,58.209020187805905,21.645550914869006
m1_val_mlp_0.0001_alpha_logistic_activation_hidden_layers_20,1028.780643939972,-0.15106159922435897,0.40261792767984439,-0.32908163265306123,21.716696975159817,58.780506101260436,21.036920162343517
m1_val_mlp_0.001_alpha_logistic_activation_hidden_layers_20,1044.6512658596039,-0.13954386476245983,0.45660350887423418,-0.47079895788102477,21.812037102890439,65.656468419656548,21.014118275227212
m1_val_mlp_0.01_alpha_logistic_activation_hidden_layers_20,981.3525331020355,-0.032040548658985597,0.49016219487716733,0.059270516717325195,21.882902856134738,66.306109325132667,21.581455738114652
m1_val_mlp_0.1_alpha_logistic_activation_hidden_layers_20,867.4501209259033,0.14710116048751176,0.55033575389138834,0.4935410334346505,23.201087613092138,65.393743811279947,22.537921098215168
m1_val_mlp_1_alpha_logistic_activation_hidden_layers_20,787.3339600563049,0.33163830382050824,0.51607118512758887,0.72774641771602255,24.560997203737511,61.285735866106272,23.99070607181665
m1_val_mlp_10_alpha_logistic_activation_hidden_layers_20,738.2898321151733,0.56720448015988656,0.32710669929554276,0.83830872774641774,25.287860744035005,56.174233201750368,24.833806102503939
m1_val_mlp_100_alpha_logistic_activation_hidden_layers_20,785.9714071750641,0.71384822655381042,0.14323192264058543,0.85719713417281806,25.517370393653266,55.655023873752818,24.759605890419039
m1_val_mlp_1000_alpha_logistic_activation_hidden_layers_20,900.4187879562378,0.76319110273080382,0.088277714008640568,0.8608336951801997,25.288761688968936,54.056825930242056,24.655871524243626
m1_val_mlp_10000_alpha_logistic_activation_hidden_layers_20,2603.7708778381348,0.78905016684610252,0.057975929523961009,0.86599001302648726,38.682786531084936,56.864024491865713,37.808468704616473
m1_val_mlp_100000_alpha_logistic_activation_hidden_layers_20,2515.957571029663,0.79054732064787447,0.057868715582474833,0.86631567520625274,50.825325812039679,58.559750669575983,49.832906535447528
m1_val_mlp_1000000_alpha_logistic_activation_hidden_layers_20,2895.9906330108643,0.68392076445850825,0.2112051107607274,0.85779418150238818,52.509485762126104,59.165652464293657,51.460722594726143
m1_val_mlp_10000000_alpha_logistic_activation_hidden_layers_20,4880.775995969772,0.11462996448943905,0.63219960448158685,0.46005210594876245,52.674454341134535,59.256604814566167,51.704105211848336
m1_val_mlp_1e-08_alpha_relu_activation_hidden_layers_20,1666.8976228237152,0.78103114460590461,0.054549778178143341,0.85285497177594438,14.844558519333305,44.931113175905303,13.783339060176777
m1_val_mlp_1e-07_alpha_relu_activation_hidden_layers_20,1667.2526271343231,0.78350944866433825,0.051501541187423401,0.85828267477203646,14.629724750956658,44.286845781327514,13.743650219907352
m1_val_mlp_1e-06_alpha_relu_activation_hidden_layers_20,1350.435966014862,0.77269092131168937,0.064088805688307132,0.86208206686930089,14.630568014286313,41.375157615654686,13.922197057787869
m1_val_mlp_1e-05_alpha_relu_activation_hidden_layers_20,912.2441608905792,0.7832694400989777,0.050370549467394561,0.85258358662613976,14.540989693159089,42.152180685304955,13.531078242705066
m1_val_mlp_0.0001_alpha_relu_activation_hidden_layers_20,793.2324371337891,0.78276354843890339,0.057224701822856897,0.86647850629613554,15.024356768269675,50.187393799969698,13.657933875270691
m1_val_mlp_0.001_alpha_relu_activation_hidden_layers_20,725.6283328533173,0.77402866421998673,0.056359630131717346,0.85410334346504557,14.793023472918593,43.110836665628014,13.570233076355407
m1_val_mlp_0.01_alpha_relu_activation_hidden_layers_20,777.1148960590363,0.7670017963466359,0.06654302408258285,0.85410334346504557,14.552686650907544,50.178109542270725,13.495323689555144
m1_val_mlp_0.1_alpha_relu_activation_hidden_layers_20,1044.539463043213,0.77588925106620943,0.053151522671884804,0.85540599218410773,14.683022705041529,47.314481373992159,13.496542275500738
m1_val_mlp_1_alpha_relu_activation_hidden_layers_20,1103.3591060638428,0.77491791528619691,0.054398532272020926,0.84661311333043854,14.822284376483278,48.289353397354773,13.696453264766786
m1_val_mlp_10_alpha_relu_activation_hidden_layers_20,726.3118231296539,0.77386865850974551,0.062242634718341516,0.85828267477203646,14.624767344522441,43.029179788823697,13.49495250812326
m1_val_mlp_100_alpha_relu_activation_hidden_layers_20,730.4423320293427,0.77730194088710958,0.054960816128748258,0.85095527572731222,14.730554753309383,45.196786850934345,13.245676876820221
m1_val_mlp_1000_alpha_relu_activation_hidden_layers_20,969.80695104599,0.77208747970187697,0.056995483432978118,0.85003256621797652,14.631987299697869,44.896239741207921,13.737465153936556
m1_val_mlp_10000_alpha_relu_activation_hidden_layers_20,1061.8843269348145,0.78838932541830486,0.051864224758732293,0.86761832392531479,14.162323728683697,41.636791775225433,13.296230096123233
m1_val_mlp_100000_alpha_relu_activation_hidden_layers_20,1747.1192920207977,0.81374993308311394,0.051659219828184423,0.88471558836300479,14.56602140221348,41.570378511849889,14.178234888511005
m1_val_mlp_1000000_alpha_relu_activation_hidden_layers_20,1526.3347878456116,0.81017300245659329,0.054150853528726277,0.88352149370386457,15.653758238480744,51.171674576285625,14.995339705250052
m1_val_mlp_10000000_alpha_relu_activation_hidden_layers_20,1532.8489880561829,0.7919496011753584,0.057230520125846604,0.86750976986539297,15.927049082114381,38.197327805899661,15.400168391894653
m1_val_mlp_1e-08_alpha_tanh_activation_hidden_layers_20,1475.2086629867554,-0.38979056501644666,0.30878047823847649,-0.69447459834997827,18.037333066754439,43.140786213183134,18.39718138883109
m1_val_mlp_1e-07_alpha_tanh_activation_hidden_layers_20,1606.5097801685333,-0.36410726925570575,0.32514653502169616,-0.68427051671732531,18.267165746463267,41.727493413745449,18.558436607218045
m1_val_mlp_1e-06_alpha_tanh_activation_hidden_layers_20,1344.9838540554047,-0.26755616557319495,0.3875386508579311,-0.63976335214937041,17.861010391714657,41.192639760577869,18.0876934546725
m1_val_mlp_1e-05_alpha_tanh_activation_hidden_layers_20,725.8049721717834,0.15149551805566291,0.14507755652110918,0.2501628310898828,26.873866210604657,57.4051672282325,26.104608557201828
